Aire,Base,Hauteur,Abscisse de la hauteur,Abscisse du point de premier découpage,Ordonnée du point de premier découpage,Abscisse du point de deuxième découpage,Ordonnée du point de deuxième découpage,Abscisse du point de troisième découpage,Ordonnée du point de troisième découpage
15,=15,=2,=1,=4/5,=8/5,=19/5,=8/5,=19/6,=4/3
15,=15,=2,=3/2,=3/20,=1/5,=51/4,=1/3,=51/10,=2/15
12,=24,=1,=1/2,=1/8,=1/4,=97/6,=1/3,=97/12,=1/6
12,=24,=1,=1/2,=1/6,=1/3,=145/8,=1/4,=145/12,=1/6
12,=24,=1,=1/2,=1/6,=1/3,=49/4,=1/2,=49/8,=1/4
12,=24,=1,=1/2,=3/16,=3/8,=51/8,=3/4,=17/6,=1/3
12,=24,=1,=1/2,=5/24,=5/12,=149/16,=5/8,=149/30,=1/3
12,=24,=1,=1/2,=1/4,=1/2,=97/6,=1/3,=97/8,=1/4
12,=24,=1,=1/2,=1/4,=1/2,=49/4,=1/2,=49/6,=1/3
12,=24,=1,=1/2,=5/16,=5/8,=341/24,=5/12,=341/30,=1/3
12,=24,=1,=1/2,=1/3,=2/3,=25/3,=2/3,=25/4,=1/2
12,=24,=1,=1/2,=3/8,=3/4,=243/16,=3/8,=27/2,=1/3
12,=24,=1,=1,=1/4,=1/4,=49/3,=1/3,=49/6,=1/6
12,=24,=1,=1,=1/3,=1/3,=73/4,=1/4,=73/6,=1/6
12,=24,=1,=1,=1/3,=1/3,=25/2,=1/2,=25/4,=1/4
12,=24,=1,=1,=3/8,=3/8,=27/4,=3/4,=3,=1/3
12,=24,=1,=1,=5/12,=5/12,=77/8,=5/8,=77/15,=1/3
12,=24,=1,=1,=1/2,=1/2,=49/3,=1/3,=49/4,=1/4
12,=24,=1,=1,=1/2,=1/2,=25/2,=1/2,=25/3,=1/3
12,=24,=1,=1,=5/8,=5/8,=173/12,=5/12,=173/15,=1/3
12,=24,=1,=1,=2/3,=2/3,=26/3,=2/3,=13/2,=1/2
12,=24,=1,=1,=3/4,=3/4,=123/8,=3/8,=41/3,=1/3
12,=24,=1,=3/2,=3/8,=1/4,=33/2,=1/3,=33/4,=1/6
12,=24,=1,=3/2,=1/2,=1/3,=147/8,=1/4,=49/4,=1/6
12,=24,=1,=3/2,=1/2,=1/3,=51/4,=1/2,=51/8,=1/4
12,=24,=1,=3/2,=9/16,=3/8,=57/8,=3/4,=19/6,=1/3
12,=24,=1,=3/2,=5/8,=5/12,=159/16,=5/8,=53/10,=1/3
12,=24,=1,=3/2,=3/4,=1/2,=33/2,=1/3,=99/8,=1/4
12,=24,=1,=3/2,=3/4,=1/2,=51/4,=1/2,=17/2,=1/3
12,=24,=1,=3/2,=15/16,=5/8,=117/8,=5/12,=117/10,=1/3
12,=24,=1,=3/2,=1,=2/3,=9,=2/3,=27/4,=1/2
12,=24,=1,=3/2,=9/8,=3/4,=249/16,=3/8,=83/6,=1/3
12,=24,=1,=2,=1/2,=1/4,=50/3,=1/3,=25/3,=1/6
12,=24,=1,=2,=2/3,=1/3,=37/2,=1/4,=37/3,=1/6
12,=24,=1,=2,=2/3,=1/3,=13,=1/2,=13/2,=1/4
12,=24,=1,=2,=3/4,=3/8,=15/2,=3/4,=10/3,=1/3
12,=24,=1,=2,=5/6,=5/12,=41/4,=5/8,=82/15,=1/3
12,=24,=1,=2,=1,=1/2,=50/3,=1/3,=25/2,=1/4
12,=24,=1,=2,=1,=1/2,=13,=1/2,=26/3,=1/3
12,=24,=1,=2,=5/4,=5/8,=89/6,=5/12,=178/15,=1/3
12,=24,=1,=2,=4/3,=2/3,=28/3,=2/3,=7,=1/2
12,=24,=1,=2,=3/2,=3/4,=63/4,=3/8,=14,=1/3
12,=24,=1,=5/2,=5/8,=1/4,=101/6,=1/3,=101/12,=1/6
12,=24,=1,=5/2,=5/6,=1/3,=149/8,=1/4,=149/12,=1/6
12,=24,=1,=5/2,=5/6,=1/3,=53/4,=1/2,=53/8,=1/4
12,=24,=1,=5/2,=15/16,=3/8,=63/8,=3/4,=7/2,=1/3
12,=24,=1,=5/2,=25/24,=5/12,=169/16,=5/8,=169/30,=1/3
12,=24,=1,=5/2,=5/4,=1/2,=101/6,=1/3,=101/8,=1/4
12,=24,=1,=5/2,=5/4,=1/2,=53/4,=1/2,=53/6,=1/3
12,=24,=1,=5/2,=25/16,=5/8,=361/24,=5/12,=361/30,=1/3
12,=24,=1,=5/2,=5/3,=2/3,=29/3,=2/3,=29/4,=1/2
12,=24,=1,=5/2,=15/8,=3/4,=255/16,=3/8,=85/6,=1/3
12,=24,=1,=3,=3/4,=1/4,=17,=1/3,=17/2,=1/6
12,=24,=1,=3,=1,=1/3,=75/4,=1/4,=25/2,=1/6
12,=24,=1,=3,=1,=1/3,=27/2,=1/2,=27/4,=1/4
12,=24,=1,=3,=9/8,=3/8,=33/4,=3/4,=11/3,=1/3
12,=24,=1,=3,=5/4,=5/12,=87/8,=5/8,=29/5,=1/3
12,=24,=1,=3,=3/2,=1/2,=17,=1/3,=51/4,=1/4
12,=24,=1,=3,=3/2,=1/2,=27/2,=1/2,=9,=1/3
12,=24,=1,=3,=15/8,=5/8,=61/4,=5/12,=61/5,=1/3
12,=24,=1,=3,=2,=2/3,=10,=2/3,=15/2,=1/2
12,=24,=1,=3,=9/4,=3/4,=129/8,=3/8,=43/3,=1/3
12,=24,=1,=7/2,=7/8,=1/4,=103/6,=1/3,=103/12,=1/6
12,=24,=1,=7/2,=7/6,=1/3,=151/8,=1/4,=151/12,=1/6
12,=24,=1,=7/2,=7/6,=1/3,=55/4,=1/2,=55/8,=1/4
12,=24,=1,=7/2,=21/16,=3/8,=69/8,=3/4,=23/6,=1/3
12,=24,=1,=7/2,=35/24,=5/12,=179/16,=5/8,=179/30,=1/3
12,=24,=1,=7/2,=7/4,=1/2,=103/6,=1/3,=103/8,=1/4
12,=24,=1,=7/2,=7/4,=1/2,=55/4,=1/2,=55/6,=1/3
12,=24,=1,=7/2,=35/16,=5/8,=371/24,=5/12,=371/30,=1/3
12,=24,=1,=7/2,=7/3,=2/3,=31/3,=2/3,=31/4,=1/2
12,=24,=1,=7/2,=21/8,=3/4,=261/16,=3/8,=29/2,=1/3
12,=24,=1,=4,=1,=1/4,=52/3,=1/3,=26/3,=1/6
12,=24,=1,=4,=4/3,=1/3,=19,=1/4,=38/3,=1/6
12,=24,=1,=4,=4/3,=1/3,=14,=1/2,=7,=1/4
12,=24,=1,=4,=3/2,=3/8,=9,=3/4,=4,=1/3
12,=24,=1,=4,=5/3,=5/12,=23/2,=5/8,=92/15,=1/3
12,=24,=1,=4,=2,=1/2,=52/3,=1/3,=13,=1/4
12,=24,=1,=4,=2,=1/2,=14,=1/2,=28/3,=1/3
12,=24,=1,=4,=5/2,=5/8,=47/3,=5/12,=188/15,=1/3
12,=24,=1,=4,=8/3,=2/3,=32/3,=2/3,=8,=1/2
12,=24,=1,=4,=3,=3/4,=33/2,=3/8,=44/3,=1/3
12,=24,=1,=9/2,=9/8,=1/4,=35/2,=1/3,=35/4,=1/6
12,=24,=1,=9/2,=3/2,=1/3,=153/8,=1/4,=51/4,=1/6
12,=24,=1,=9/2,=3/2,=1/3,=57/4,=1/2,=57/8,=1/4
12,=24,=1,=9/2,=27/16,=3/8,=75/8,=3/4,=25/6,=1/3
12,=24,=1,=9/2,=15/8,=5/12,=189/16,=5/8,=63/10,=1/3
12,=24,=1,=9/2,=9/4,=1/2,=35/2,=1/3,=105/8,=1/4
12,=24,=1,=9/2,=9/4,=1/2,=57/4,=1/2,=19/2,=1/3
12,=24,=1,=9/2,=45/16,=5/8,=127/8,=5/12,=127/10,=1/3
12,=24,=1,=9/2,=3,=2/3,=11,=2/3,=33/4,=1/2
12,=24,=1,=9/2,=27/8,=3/4,=267/16,=3/8,=89/6,=1/3
12,=24,=1,=5,=5/4,=1/4,=53/3,=1/3,=53/6,=1/6
12,=24,=1,=5,=5/3,=1/3,=77/4,=1/4,=77/6,=1/6
12,=24,=1,=5,=5/3,=1/3,=29/2,=1/2,=29/4,=1/4
12,=24,=1,=5,=15/8,=3/8,=39/4,=3/4,=13/3,=1/3
12,=24,=1,=5,=25/12,=5/12,=97/8,=5/8,=97/15,=1/3
12,=24,=1,=5,=5/2,=1/2,=53/3,=1/3,=53/4,=1/4
12,=24,=1,=5,=5/2,=1/2,=29/2,=1/2,=29/3,=1/3
12,=24,=1,=5,=25/8,=5/8,=193/12,=5/12,=193/15,=1/3
12,=24,=1,=5,=10/3,=2/3,=34/3,=2/3,=17/2,=1/2
12,=24,=1,=5,=15/4,=3/4,=135/8,=3/8,=15,=1/3
12,=24,=1,=11/2,=11/8,=1/4,=107/6,=1/3,=107/12,=1/6
12,=24,=1,=11/2,=11/6,=1/3,=155/8,=1/4,=155/12,=1/6
12,=24,=1,=11/2,=11/6,=1/3,=59/4,=1/2,=59/8,=1/4
12,=24,=1,=11/2,=33/16,=3/8,=81/8,=3/4,=9/2,=1/3
12,=24,=1,=11/2,=55/24,=5/12,=199/16,=5/8,=199/30,=1/3
12,=24,=1,=11/2,=11/4,=1/2,=107/6,=1/3,=107/8,=1/4
12,=24,=1,=11/2,=11/4,=1/2,=59/4,=1/2,=59/6,=1/3
12,=24,=1,=11/2,=55/16,=5/8,=391/24,=5/12,=391/30,=1/3
12,=24,=1,=11/2,=11/3,=2/3,=35/3,=2/3,=35/4,=1/2
12,=24,=1,=11/2,=33/8,=3/4,=273/16,=3/8,=91/6,=1/3
12,=24,=1,=6,=3/2,=1/4,=18,=1/3,=9,=1/6
12,=24,=1,=6,=2,=1/3,=39/2,=1/4,=13,=1/6
12,=24,=1,=6,=2,=1/3,=15,=1/2,=15/2,=1/4
12,=24,=1,=6,=9/4,=3/8,=21/2,=3/4,=14/3,=1/3
12,=24,=1,=6,=5/2,=5/12,=51/4,=5/8,=34/5,=1/3
12,=24,=1,=6,=3,=1/2,=18,=1/3,=27/2,=1/4
12,=24,=1,=6,=3,=1/2,=15,=1/2,=10,=1/3
12,=24,=1,=6,=15/4,=5/8,=33/2,=5/12,=66/5,=1/3
12,=24,=1,=6,=4,=2/3,=12,=2/3,=9,=1/2
12,=24,=1,=6,=9/2,=3/4,=69/4,=3/8,=46/3,=1/3
12,=24,=1,=13/2,=13/8,=1/4,=109/6,=1/3,=109/12,=1/6
12,=24,=1,=13/2,=13/6,=1/3,=157/8,=1/4,=157/12,=1/6
12,=24,=1,=13/2,=13/6,=1/3,=61/4,=1/2,=61/8,=1/4
12,=24,=1,=13/2,=39/16,=3/8,=87/8,=3/4,=29/6,=1/3
12,=24,=1,=13/2,=65/24,=5/12,=209/16,=5/8,=209/30,=1/3
12,=24,=1,=13/2,=13/4,=1/2,=109/6,=1/3,=109/8,=1/4
12,=24,=1,=13/2,=13/4,=1/2,=61/4,=1/2,=61/6,=1/3
12,=24,=1,=13/2,=65/16,=5/8,=401/24,=5/12,=401/30,=1/3
12,=24,=1,=13/2,=13/3,=2/3,=37/3,=2/3,=37/4,=1/2
12,=24,=1,=13/2,=39/8,=3/4,=279/16,=3/8,=31/2,=1/3
12,=24,=1,=7,=7/4,=1/4,=55/3,=1/3,=55/6,=1/6
12,=24,=1,=7,=7/3,=1/3,=79/4,=1/4,=79/6,=1/6
12,=24,=1,=7,=7/3,=1/3,=31/2,=1/2,=31/4,=1/4
12,=24,=1,=7,=21/8,=3/8,=45/4,=3/4,=5,=1/3
12,=24,=1,=7,=35/12,=5/12,=107/8,=5/8,=107/15,=1/3
12,=24,=1,=7,=7/2,=1/2,=55/3,=1/3,=55/4,=1/4
12,=24,=1,=7,=7/2,=1/2,=31/2,=1/2,=31/3,=1/3
12,=24,=1,=7,=35/8,=5/8,=203/12,=5/12,=203/15,=1/3
12,=24,=1,=7,=14/3,=2/3,=38/3,=2/3,=19/2,=1/2
12,=24,=1,=7,=21/4,=3/4,=141/8,=3/8,=47/3,=1/3
12,=24,=1,=15/2,=15/8,=1/4,=37/2,=1/3,=37/4,=1/6
12,=24,=1,=15/2,=5/2,=1/3,=159/8,=1/4,=53/4,=1/6
12,=24,=1,=15/2,=5/2,=1/3,=63/4,=1/2,=63/8,=1/4
12,=24,=1,=15/2,=45/16,=3/8,=93/8,=3/4,=31/6,=1/3
12,=24,=1,=15/2,=25/8,=5/12,=219/16,=5/8,=73/10,=1/3
12,=24,=1,=15/2,=15/4,=1/2,=37/2,=1/3,=111/8,=1/4
12,=24,=1,=15/2,=15/4,=1/2,=63/4,=1/2,=21/2,=1/3
12,=24,=1,=15/2,=75/16,=5/8,=137/8,=5/12,=137/10,=1/3
12,=24,=1,=15/2,=5,=2/3,=13,=2/3,=39/4,=1/2
12,=24,=1,=15/2,=45/8,=3/4,=285/16,=3/8,=95/6,=1/3
12,=24,=1,=8,=2,=1/4,=56/3,=1/3,=28/3,=1/6
12,=24,=1,=8,=8/3,=1/3,=20,=1/4,=40/3,=1/6
12,=24,=1,=8,=8/3,=1/3,=16,=1/2,=8,=1/4
12,=24,=1,=8,=3,=3/8,=12,=3/4,=16/3,=1/3
12,=24,=1,=8,=10/3,=5/12,=14,=5/8,=112/15,=1/3
12,=24,=1,=8,=4,=1/2,=56/3,=1/3,=14,=1/4
12,=24,=1,=8,=4,=1/2,=16,=1/2,=32/3,=1/3
12,=24,=1,=8,=5,=5/8,=52/3,=5/12,=208/15,=1/3
12,=24,=1,=8,=16/3,=2/3,=40/3,=2/3,=10,=1/2
12,=24,=1,=8,=6,=3/4,=18,=3/8,=16,=1/3
12,=24,=1,=17/2,=17/8,=1/4,=113/6,=1/3,=113/12,=1/6
12,=24,=1,=17/2,=17/6,=1/3,=161/8,=1/4,=161/12,=1/6
12,=24,=1,=17/2,=17/6,=1/3,=65/4,=1/2,=65/8,=1/4
12,=24,=1,=17/2,=51/16,=3/8,=99/8,=3/4,=11/2,=1/3
12,=24,=1,=17/2,=85/24,=5/12,=229/16,=5/8,=229/30,=1/3
12,=24,=1,=17/2,=17/4,=1/2,=113/6,=1/3,=113/8,=1/4
12,=24,=1,=17/2,=17/4,=1/2,=65/4,=1/2,=65/6,=1/3
12,=24,=1,=17/2,=85/16,=5/8,=421/24,=5/12,=421/30,=1/3
9,=18,=1,=3/2,=3/4,=1/2,=39/4,=1/2,=13/2,=1/3
9,=18,=1,=2,=1,=1/2,=10,=1/2,=20/3,=1/3
9,=18,=1,=5/2,=5/4,=1/2,=41/4,=1/2,=41/6,=1/3
9,=18,=1,=3,=3/2,=1/2,=21/2,=1/2,=7,=1/3
9,=18,=1,=7/2,=7/4,=1/2,=43/4,=1/2,=43/6,=1/3
9,=18,=1,=4,=2,=1/2,=11,=1/2,=22/3,=1/3
9,=18,=1,=9/2,=9/4,=1/2,=45/4,=1/2,=15/2,=1/3
9,=18,=1,=5,=5/2,=1/2,=23/2,=1/2,=23/3,=1/3
9,=18,=1,=11/2,=11/4,=1/2,=47/4,=1/2,=47/6,=1/3
9,=18,=1,=6,=3,=1/2,=12,=1/2,=8,=1/3
9,=18,=1,=13/2,=13/4,=1/2,=49/4,=1/2,=49/6,=1/3
9,=18,=1,=7,=7/2,=1/2,=25/2,=1/2,=25/3,=1/3
9,=18,=1,=15/2,=15/4,=1/2,=51/4,=1/2,=17/2,=1/3
9,=18,=1,=8,=4,=1/2,=13,=1/2,=26/3,=1/3
9,=18,=1,=17/2,=17/4,=1/2,=53/4,=1/2,=53/6,=1/3
9,=18,=1,=9,=9/2,=1/2,=27/2,=1/2,=9,=1/3
9,=9,=2,=1/2,=1/4,=1,=19/4,=1,=19/6,=2/3
9,=9,=2,=1,=1/2,=1,=5,=1,=10/3,=2/3
9,=9,=2,=3/2,=3/4,=1,=21/4,=1,=7/2,=2/3
9,=9,=2,=2,=1,=1,=11/2,=1,=11/3,=2/3
9,=9,=2,=5/2,=5/4,=1,=23/4,=1,=23/6,=2/3
9,=9,=2,=3,=3/2,=1,=6,=1,=4,=2/3
9,=9,=2,=7/2,=7/4,=1,=25/4,=1,=25/6,=2/3
9,=9,=2,=4,=2,=1,=13/2,=1,=13/3,=2/3
9,=9,=2,=9/2,=9/4,=1,=27/4,=1,=9/2,=2/3
9,=9,=2,=5,=5/2,=1,=7,=1,=14/3,=2/3
9,=6,=3,=1/2,=1/4,=3/2,=13/4,=3/2,=13/6,=1
9,=6,=3,=1,=1/2,=3/2,=7/2,=3/2,=7/3,=1
9,=6,=3,=3/2,=3/4,=3/2,=15/4,=3/2,=5/2,=1
9,=6,=3,=2,=1,=3/2,=4,=3/2,=8/3,=1
9,=6,=3,=5/2,=5/4,=3/2,=17/4,=3/2,=17/6,=1
9,=6,=3,=3,=3/2,=3/2,=9/2,=3/2,=3,=1
10,=20,=1,=1/2,=1/8,=1/4,=41/4,=1/2,=41/10,=1/5
10,=20,=1,=1/2,=1/4,=1/2,=121/8,=1/4,=121/10,=1/5
10,=20,=1,=1/2,=3/10,=3/5,=43/8,=3/4,=43/12,=1/2
10,=20,=1,=1/2,=3/8,=3/4,=83/10,=3/5,=83/12,=1/2
10,=20,=1,=1/2,=3/8,=3/4,=43/8,=3/4,=43/10,=3/5
10,=20,=1,=1,=1/4,=1/4,=21/2,=1/2,=21/5,=1/5
10,=20,=1,=1,=1/2,=1/2,=61/4,=1/4,=61/5,=1/5
10,=20,=1,=1,=3/5,=3/5,=23/4,=3/4,=23/6,=1/2
10,=20,=1,=1,=3/4,=3/4,=43/5,=3/5,=43/6,=1/2
10,=20,=1,=1,=3/4,=3/4,=23/4,=3/4,=23/5,=3/5
10,=20,=1,=3/2,=3/8,=1/4,=43/4,=1/2,=43/10,=1/5
10,=20,=1,=3/2,=3/4,=1/2,=123/8,=1/4,=123/10,=1/5
10,=20,=1,=3/2,=9/10,=3/5,=49/8,=3/4,=49/12,=1/2
10,=20,=1,=3/2,=9/8,=3/4,=89/10,=3/5,=89/12,=1/2
10,=20,=1,=3/2,=9/8,=3/4,=49/8,=3/4,=49/10,=3/5
10,=20,=1,=2,=1/2,=1/4,=11,=1/2,=22/5,=1/5
10,=20,=1,=2,=1,=1/2,=31/2,=1/4,=62/5,=1/5
10,=20,=1,=2,=6/5,=3/5,=13/2,=3/4,=13/3,=1/2
10,=20,=1,=2,=3/2,=3/4,=46/5,=3/5,=23/3,=1/2
10,=20,=1,=2,=3/2,=3/4,=13/2,=3/4,=26/5,=3/5
10,=20,=1,=5/2,=5/8,=1/4,=45/4,=1/2,=9/2,=1/5
10,=20,=1,=5/2,=5/4,=1/2,=125/8,=1/4,=25/2,=1/5
10,=20,=1,=5/2,=3/2,=3/5,=55/8,=3/4,=55/12,=1/2
10,=20,=1,=5/2,=15/8,=3/4,=19/2,=3/5,=95/12,=1/2
10,=20,=1,=5/2,=15/8,=3/4,=55/8,=3/4,=11/2,=3/5
10,=20,=1,=3,=3/4,=1/4,=23/2,=1/2,=23/5,=1/5
10,=20,=1,=3,=3/2,=1/2,=63/4,=1/4,=63/5,=1/5
10,=20,=1,=3,=9/5,=3/5,=29/4,=3/4,=29/6,=1/2
10,=20,=1,=3,=9/4,=3/4,=49/5,=3/5,=49/6,=1/2
10,=20,=1,=3,=9/4,=3/4,=29/4,=3/4,=29/5,=3/5
10,=20,=1,=7/2,=7/8,=1/4,=47/4,=1/2,=47/10,=1/5
10,=20,=1,=7/2,=7/4,=1/2,=127/8,=1/4,=127/10,=1/5
10,=20,=1,=7/2,=21/10,=3/5,=61/8,=3/4,=61/12,=1/2
10,=20,=1,=7/2,=21/8,=3/4,=101/10,=3/5,=101/12,=1/2
10,=20,=1,=7/2,=21/8,=3/4,=61/8,=3/4,=61/10,=3/5
10,=20,=1,=4,=1,=1/4,=12,=1/2,=24/5,=1/5
10,=20,=1,=4,=2,=1/2,=16,=1/4,=64/5,=1/5
10,=20,=1,=4,=12/5,=3/5,=8,=3/4,=16/3,=1/2
10,=20,=1,=4,=3,=3/4,=52/5,=3/5,=26/3,=1/2
10,=20,=1,=4,=3,=3/4,=8,=3/4,=32/5,=3/5
10,=20,=1,=9/2,=9/8,=1/4,=49/4,=1/2,=49/10,=1/5
10,=20,=1,=9/2,=9/4,=1/2,=129/8,=1/4,=129/10,=1/5
10,=20,=1,=9/2,=27/10,=3/5,=67/8,=3/4,=67/12,=1/2
10,=20,=1,=9/2,=27/8,=3/4,=107/10,=3/5,=107/12,=1/2
10,=20,=1,=9/2,=27/8,=3/4,=67/8,=3/4,=67/10,=3/5
10,=20,=1,=5,=5/4,=1/4,=25/2,=1/2,=5,=1/5
10,=20,=1,=5,=5/2,=1/2,=65/4,=1/4,=13,=1/5
10,=20,=1,=5,=3,=3/5,=35/4,=3/4,=35/6,=1/2
10,=20,=1,=5,=15/4,=3/4,=11,=3/5,=55/6,=1/2
10,=20,=1,=5,=15/4,=3/4,=35/4,=3/4,=7,=3/5
10,=20,=1,=11/2,=11/8,=1/4,=51/4,=1/2,=51/10,=1/5
10,=20,=1,=11/2,=11/4,=1/2,=131/8,=1/4,=131/10,=1/5
10,=20,=1,=11/2,=33/10,=3/5,=73/8,=3/4,=73/12,=1/2
10,=20,=1,=11/2,=33/8,=3/4,=113/10,=3/5,=113/12,=1/2
10,=20,=1,=11/2,=33/8,=3/4,=73/8,=3/4,=73/10,=3/5
18,=36,=1,=23/2,=23/12,=1/6,=239/8,=1/4,=239/18,=1/9
18,=36,=1,=23/2,=23/8,=1/4,=383/12,=1/6,=383/18,=1/9
18,=36,=1,=23/2,=23/8,=1/4,=167/6,=1/3,=167/12,=1/6
18,=36,=1,=23/2,=23/8,=1/4,=59/3,=2/3,=59/9,=2/9
18,=36,=1,=23/2,=23/6,=1/3,=239/8,=1/4,=239/12,=1/6
18,=36,=1,=23/2,=23/4,=1/2,=95/4,=1/2,=95/6,=1/3
18,=36,=1,=23/2,=115/18,=5/9,=187/12,=5/6,=187/20,=1/2
18,=36,=1,=23/2,=161/24,=7/12,=305/18,=7/9,=305/28,=1/2
18,=36,=1,=23/2,=23/3,=2/3,=239/8,=1/4,=239/9,=2/9
18,=36,=1,=23/2,=23/3,=2/3,=59/3,=2/3,=59/4,=1/2
18,=36,=1,=23/2,=161/18,=7/9,=521/24,=7/12,=521/28,=1/2
18,=36,=1,=23/2,=115/12,=5/6,=403/18,=5/9,=403/20,=1/2
18,=36,=1,=12,=2,=1/6,=30,=1/4,=40/3,=1/9
18,=36,=1,=12,=3,=1/4,=32,=1/6,=64/3,=1/9
18,=36,=1,=12,=3,=1/4,=28,=1/3,=14,=1/6
18,=36,=1,=12,=3,=1/4,=20,=2/3,=20/3,=2/9
18,=36,=1,=12,=4,=1/3,=30,=1/4,=20,=1/6
18,=36,=1,=12,=6,=1/2,=24,=1/2,=16,=1/3
18,=36,=1,=12,=20/3,=5/9,=16,=5/6,=48/5,=1/2
18,=36,=1,=12,=7,=7/12,=52/3,=7/9,=78/7,=1/2
18,=36,=1,=12,=8,=2/3,=30,=1/4,=80/3,=2/9
18,=36,=1,=12,=8,=2/3,=20,=2/3,=15,=1/2
18,=36,=1,=12,=28/3,=7/9,=22,=7/12,=132/7,=1/2
18,=36,=1,=12,=10,=5/6,=68/3,=5/9,=102/5,=1/2
18,=36,=1,=25/2,=25/12,=1/6,=241/8,=1/4,=241/18,=1/9
18,=36,=1,=25/2,=25/8,=1/4,=385/12,=1/6,=385/18,=1/9
18,=36,=1,=25/2,=25/8,=1/4,=169/6,=1/3,=169/12,=1/6
18,=36,=1,=25/2,=25/8,=1/4,=61/3,=2/3,=61/9,=2/9
18,=36,=1,=25/2,=25/6,=1/3,=241/8,=1/4,=241/12,=1/6
18,=36,=1,=25/2,=25/4,=1/2,=97/4,=1/2,=97/6,=1/3
18,=36,=1,=25/2,=125/18,=5/9,=197/12,=5/6,=197/20,=1/2
18,=36,=1,=25/2,=175/24,=7/12,=319/18,=7/9,=319/28,=1/2
18,=36,=1,=25/2,=25/3,=2/3,=241/8,=1/4,=241/9,=2/9
18,=36,=1,=25/2,=25/3,=2/3,=61/3,=2/3,=61/4,=1/2
18,=36,=1,=25/2,=175/18,=7/9,=535/24,=7/12,=535/28,=1/2
18,=36,=1,=25/2,=125/12,=5/6,=413/18,=5/9,=413/20,=1/2
18,=36,=1,=13,=13/6,=1/6,=121/4,=1/4,=121/9,=1/9
18,=36,=1,=13,=13/4,=1/4,=193/6,=1/6,=193/9,=1/9
18,=36,=1,=13,=13/4,=1/4,=85/3,=1/3,=85/6,=1/6
18,=36,=1,=13,=13/4,=1/4,=62/3,=2/3,=62/9,=2/9
18,=36,=1,=13,=13/3,=1/3,=121/4,=1/4,=121/6,=1/6
18,=36,=1,=13,=13/2,=1/2,=49/2,=1/2,=49/3,=1/3
18,=36,=1,=13,=65/9,=5/9,=101/6,=5/6,=101/10,=1/2
18,=36,=1,=13,=91/12,=7/12,=163/9,=7/9,=163/14,=1/2
18,=36,=1,=13,=26/3,=2/3,=121/4,=1/4,=242/9,=2/9
18,=36,=1,=13,=26/3,=2/3,=62/3,=2/3,=31/2,=1/2
18,=36,=1,=13,=91/9,=7/9,=271/12,=7/12,=271/14,=1/2
18,=36,=1,=13,=65/6,=5/6,=209/9,=5/9,=209/10,=1/2
18,=36,=1,=27/2,=9/4,=1/6,=243/8,=1/4,=27/2,=1/9
18,=36,=1,=27/2,=27/8,=1/4,=129/4,=1/6,=43/2,=1/9
18,=36,=1,=27/2,=27/8,=1/4,=57/2,=1/3,=57/4,=1/6
18,=36,=1,=27/2,=27/8,=1/4,=21,=2/3,=7,=2/9
18,=36,=1,=27/2,=9/2,=1/3,=243/8,=1/4,=81/4,=1/6
18,=36,=1,=27/2,=27/4,=1/2,=99/4,=1/2,=33/2,=1/3
18,=36,=1,=27/2,=15/2,=5/9,=69/4,=5/6,=207/20,=1/2
18,=36,=1,=27/2,=63/8,=7/12,=37/2,=7/9,=333/28,=1/2
18,=36,=1,=27/2,=9,=2/3,=243/8,=1/4,=27,=2/9
18,=36,=1,=27/2,=9,=2/3,=21,=2/3,=63/4,=1/2
18,=36,=1,=27/2,=21/2,=7/9,=183/8,=7/12,=549/28,=1/2
18,=36,=1,=27/2,=45/4,=5/6,=47/2,=5/9,=423/20,=1/2
18,=36,=1,=14,=7/3,=1/6,=61/2,=1/4,=122/9,=1/9
18,=36,=1,=14,=7/2,=1/4,=97/3,=1/6,=194/9,=1/9
18,=36,=1,=14,=7/2,=1/4,=86/3,=1/3,=43/3,=1/6
18,=36,=1,=14,=7/2,=1/4,=64/3,=2/3,=64/9,=2/9
18,=36,=1,=14,=14/3,=1/3,=61/2,=1/4,=61/3,=1/6
18,=36,=1,=14,=7,=1/2,=25,=1/2,=50/3,=1/3
18,=36,=1,=14,=70/9,=5/9,=53/3,=5/6,=53/5,=1/2
18,=36,=1,=14,=49/6,=7/12,=170/9,=7/9,=85/7,=1/2
18,=36,=1,=14,=28/3,=2/3,=61/2,=1/4,=244/9,=2/9
18,=36,=1,=14,=28/3,=2/3,=64/3,=2/3,=16,=1/2
18,=36,=1,=14,=98/9,=7/9,=139/6,=7/12,=139/7,=1/2
18,=36,=1,=14,=35/3,=5/6,=214/9,=5/9,=107/5,=1/2
18,=36,=1,=29/2,=29/12,=1/6,=245/8,=1/4,=245/18,=1/9
18,=36,=1,=29/2,=29/8,=1/4,=389/12,=1/6,=389/18,=1/9
18,=36,=1,=29/2,=29/8,=1/4,=173/6,=1/3,=173/12,=1/6
18,=36,=1,=29/2,=29/8,=1/4,=65/3,=2/3,=65/9,=2/9
18,=36,=1,=29/2,=29/6,=1/3,=245/8,=1/4,=245/12,=1/6
18,=36,=1,=29/2,=29/4,=1/2,=101/4,=1/2,=101/6,=1/3
18,=36,=1,=29/2,=145/18,=5/9,=217/12,=5/6,=217/20,=1/2
18,=36,=1,=29/2,=203/24,=7/12,=347/18,=7/9,=347/28,=1/2
